Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
Афоня,2015-06-27 11:26,30.324665,59.855892,Изоляционные материалы,Penoizol,4274472589657857,5,800
VAG Club,2022-01-30 20:15,30.444139,60.000501,Шины и диски,Maxxis,5486744048532362,5,8000
Максидом,2021-08-03 15:50,30.386777,60.004162,Мебель для ванной,Vigour,5486744048532362,5,24000
PisterGSM,2022-07-08 22:45,30.36603,59.932429,Программное обеспечение,Corel,5486744048532362,49,80000
Перекрёсток,2018-01-05 08:39,30.339284,59.853622,Безалкогольные напитки,Sprite,5479325962470600,18,90
Афоня,2019-08-20 11:10,30.507137,59.9086,Напольные покрытия,Kronospan,5479325962470600,24,1400
Eurospar,2014-02-22 13:58,30.312662,60.052691,Хлеб и выпечка,Славянка,5479325962470600,25,60
Дон Телефон,2019-12-28 10:57,30.321769,59.927084,Устройства виртуальной и дополненной реальности,HP,5477791386176482,5,32000
СтройХаус,2015-10-01 08:44,30.478379,60.015703,Крепеж и метизы,Würth,5489997375026415,5,4500
Авто Стори,2014-08-31 14:23,30.385865,59.892103,Шины и диски,Cooper,5489997375026415,5,8500
Barleone,2020-04-04 09:31,30.293232,59.959192,Одежда для сна,Natori,5489997375026415,31,5500
VAG Club,2019-10-29 22:29,30.444139,60.000501,Автомобильные лампы и освещение,Bosch,5489997375026415,20,1600
Мастеровой,2016-11-23 21:03,30.314322,59.926366,Отделочные материалы,Saint-Gobain,5469039379345861,25,5000
Ашан,2013-07-16 00:31,30.316491,59.819679,Диетические продукты,Nature's Bounty,5469039379345861,44,1800
VAG Club,2023-09-09 20:30,30.22647,59.996275,Топливные системы,VDO,4023126238187991,51,10500
Азбука вкуса,2025-03-05 19:29,30.225444,59.942178,Чай и кофе,Lavazza,4023126238187991,32,300
Афоня,2014-10-14 18:06,30.324665,59.855892,Системы канализации,Wavin,4245432996618840,53,14000
Магнит,2014-03-23 10:51,30.260214,59.92881,Здоровое питание,Provamel,4245432996618840,8,300
Babochka,2020-03-16 09:45,30.329209,59.793891,Одежда для активного отдыха,Mountain Hardwear,5436727150855622,5,15000
Дикси,2023-08-14 17:02,30.316516,59.932057,Специи и пряности,MDH,5436727150855622,5,130
Elny,2016-05-09 16:20,30.257252,59.990067,Одежда для активного отдыха,Prana,5472140544860902,17,10000
Дизель спот,2023-07-31 23:09,30.468788,59.960016,Автомобильные масла и жидкости,Motul,5472140544860902,5,3000
Лента,2022-05-31 08:43,30.362929,59.831652,Детское питание,Topfer,5472140544860902,10,170
Дизель спот,2021-06-05 07:44,30.468788,59.960016,Системы охлаждения,Mahle,5104105033001257,5,13000
PisterGSM,2015-01-26 14:49,30.36603,59.932429,Сетевое оборудование,Zyxel,5104105033001257,5,5000
Сатурн,2020-04-11 10:06,30.433617,59.844764,Строительные материалы,Armstrong,5104105033001257,5,4100
Телемаркет24,2024-11-21 17:11,30.355724,59.922592,Дроны и робототехника,Sky Viper,5104105033001257,11,12000
Перекрёсток,2022-06-10 05:18,30.447066,59.912758,Готовые блюда,Бистро,4381381681615156,5,190
Авто Стори,2017-01-22 23:56,30.385865,59.892103,Автозвук и мультимедиа,Clarion,4381381681615156,5,12000
Лента,2018-01-31 22:41,30.333871,59.89798,Масла и жиры,Провансаль,4381381681615156,5,140
DreamWhite,2017-01-13 11:38,30.304204,59.960815,Одежда для активного отдыха,Mountain Hardwear,4381381681615156,12,15000
Дон Телефон,2024-02-27 13:40,30.320953,59.927913,Электронные книги,Onyx Boox,5313443164840933,5,15000
Porivay Suit,2023-07-26 22:40,30.348972,59.914947,Перчатки и шарфы,Prada,5313443164840933,5,23000
Дизель спот,2022-08-23 19:54,30.235619,59.993021,Тормозные системы,Wagner,5313443164840933,5,9500
restore,2019-05-19 18:07,30.515375,59.893985,Ноутбуки,Sony,5313443164840933,24,80000
OBI,2017-01-24 19:36,30.316835,59.824291,Лестницы и стремянки,FACAL,5313443164840933,5,9000
Babochka,2025-01-06 12:10,30.300985,60.004935,Обувь,Under Armour,5442611990328557,5,8500
Авто Стори,2022-06-05 21:23,30.385865,59.892103,Шины и диски,Maxxis,5442611990328557,15,8000
Elny,2019-03-29 14:24,30.362365,59.933929,Мужская одежда,H&M,5189974572985320,28,4000
Авто Стори,2014-07-31 14:20,30.47283,59.885293,Трансмиссии,Continental,5189974572985320,5,135000
Пятёрочка,2017-06-10 09:06,30.419676,60.005038,Консервы,Флотский,5189974572985320,5,105
Автотрейд,2019-09-29 22:30,30.169871,59.815811,Электрооборудование,TRW,5189974572985320,17,9000
Дизель спот,2013-07-22 13:40,30.468788,59.960016,Электрооборудование,Osram,5189974572985320,12,7000
Porivay Suit,2017-05-04 22:56,30.356776,59.915184,Аксессуары,Hermès,4289255484938674,5,70000
Ситилинк,2020-02-07 12:42,30.448774,60.031971,Ноутбуки,Gigabyte,4289255484938674,14,70000
restore,2017-01-16 16:34,30.306058,59.962236,Офисная техника,Apple,4289255484938674,13,45000
Мастеровой,2018-09-01 08:15,30.313991,59.926244,Окна и двери,Kaleva,4023122635243042,19,27000
GATE31,2024-03-09 10:18,30.319385,59.930106,Одежда для йоги,Beyond Yoga,4023122635243042,35,7000
Авто Стори,2019-10-26 10:32,30.47283,59.885293,Шины и диски,Kumho,4023122635243042,5,7500
Авто Стори,2016-12-14 21:33,30.47283,59.885293,Автозвук и мультимедиа,Cerwin-Vega,4023122635243042,39,11000
DreamWhite,2021-12-30 12:47,30.304204,59.960815,Верхняя одежда,The North Face,4023128168536303,14,20000
PisterGSM,2015-05-22 17:53,30.36603,59.932429,Накопители данных,Transcend,4023128168536303,57,5000
М-Стерео,2023-11-28 17:23,30.355453,59.938372,Фото- и видеокамеры,Panasonic,4023128168536303,16,50000
Ашан,2020-09-04 10:50,30.457308,59.778,Снеки и чипсы,Tostitos,5484680232183533,5,190
Сатурн,2016-01-13 14:15,30.27188,59.868937,Краски и лаки,Marshall,4023126581944427,15,2000
Пятёрочка,2018-03-02 17:07,30.19693,59.989027,Продукты для спортсменов,Evlution Nutrition,4023126581944427,5,2300
Babochka,2024-05-12 15:05,30.300985,60.004935,Обувь,ECCO,4023126581944427,39,8500
DreamWhite,2019-09-01 19:29,30.332892,59.792867,Одежда для активного отдыха,Helly Hansen,4023126581944427,5,13000
Магнит,2019-01-25 12:46,30.333781,59.876334,Орехи и сухофрукты,NaturFoods,5308673051310708,34,460
Дизель спот,2017-08-12 08:51,30.444036,59.950531,Автоинструменты и оборудование,OTC Tools,4023120972126998,5,12000
Автотрейд,2015-11-29 19:31,30.382332,59.889032,Системы охлаждения,Motorcraft,4023120972126998,29,14000
DNS,2018-12-27 20:12,30.311645,60.052644,3D-принтеры и аксессуары,Voxelab,4023120972126998,5,35000
Максидом,2018-08-19 23:46,30.36521,59.811704,Изоляционные материалы,Rockwool,5312360305343959,39,1600
Автотрейд,2022-02-10 13:18,30.169871,59.815811,Двигатели и компоненты,NTN,4023119386363159,18,75000
Дон Телефон,2024-09-29 13:12,30.320953,59.927913,Мониторы,Xiaomi,4023119386363159,5,25000
StoreDima,2013-05-22 17:53,30.32422,59.929012,Принтеры и сканеры,Dell,4023119386363159,33,24000
РеалЪ,2013-12-20 22:59,30.258382,60.014426,Сладости и десерты,Nestle,4023119386363159,5,300
GATE31,2017-05-02 15:27,30.344614,59.930422,Одежда больших размеров,Ashley Stewart,4381407077652688,19,4200
Elny,2017-07-07 08:21,30.409664,59.928271,Одежда для активного отдыха,Patagonia,4381407077652688,5,14000
М.Видео,2018-06-30 23:41,30.206292,59.990749,Устройства умного дома,Philips,4381407077652688,5,30000
DNS,2012-05-26 19:22,30.213963,59.85304,Игровые консоли и аксессуары,Thrustmaster,4381407077652688,35,16000
VAG Club,2021-04-16 19:43,30.22647,59.996275,Двигатели и компоненты,Denso,4023118841078820,35,110000
GATE31,2019-09-23 21:34,30.360159,59.943736,Одежда для особых случаев,Reem Acra,4023118841078820,16,260000
DreamWhite,2012-03-01 16:39,30.332892,59.792867,Платья и юбки,Reserved,4023118841078820,14,2800
Мастеровой,2021-11-28 10:40,30.314396,59.926407,Фасадные материалы,Henkel,4023118841078820,5,1200
ТехноНИКОЛЬ,2018-06-04 20:52,30.526859,59.620811,Напольные покрытия,Balterio,4674856629050069,20,1750
Магнит,2017-11-02 16:20,30.348349,59.912436,Мясо и птица,Глобус,4674856629050069,5,460
Максидом,2012-02-19 19:16,30.386777,60.004162,Садовый инвентарь,Husqvarna,5101263174858893,5,5500
PisterGSM,2015-01-25 16:34,30.36603,59.932429,Кабели и адаптеры,Tripp Lite,5101263174858893,5,1700
Лемана Про,2017-07-07 10:27,30.160162,59.805373,Инструменты и оборудование,Hilti,4279585170696526,5,30000
Дикси,2018-04-14 07:25,30.360979,59.942506,Супы и бульоны,Progresso,4279585170696526,26,170
Ситилинк,2021-08-13 10:37,30.204986,59.986117,Телефоны и оборудование для стационарной связи,Uniden,4279585170696526,5,4500
Дон Телефон,2018-02-10 14:05,30.321769,59.927084,Программируемые устройства,Micro:bit,4023123293350497,5,2500
Сатурн,2014-08-13 14:36,30.367789,59.874853,Строительные материалы,Knauf,4023123293350497,7,3000
Elny,2024-12-11 12:34,30.379255,59.826746,Белье и ночные сорочки,Calvin Klein,4023123293350497,5,4000
GATE31,2012-05-01 10:21,30.309594,59.964426,Одежда больших размеров,ModCloth Plus,5488376307021016,5,4500
DNS,2016-04-07 12:58,30.114265,59.840125,Мелкая бытовая техника,Rowenta,5488376307021016,5,15000
Дизель спот,2021-10-21 17:39,30.444036,59.950531,Автомобильные лампы и освещение,Bosch,5488376307021016,5,1600
DreamWhite,2019-05-21 08:48,30.370335,59.938003,Джинсы и брюки,G-Star RAW,5488376307021016,24,9000
PisterGSM,2018-02-20 18:08,30.36603,59.932429,Аксессуары для мобильных устройств,Satechi,5488376307021016,17,6000
М-Стерео,2012-02-16 13:21,30.367216,59.935317,Ноутбуки,Google,4584108583899304,22,90000
Дикси,2021-10-08 23:23,30.301414,59.903764,Замороженные продукты,Pillsbury,4584108583899304,42,350
Азбука вкуса,2015-06-21 10:10,30.225444,59.942178,Органические продукты,Eden Foods,4584108583899304,5,160
Петрович,2021-03-17 12:03,30.206649,59.85461,Окна и двери,Maco,4584108583899304,30,28000
GATE31,2025-02-19 11:53,30.309594,59.964426,Сумки и рюкзаки,Hermès,4584108583899304,5,300000
StoreDima,2024-08-29 19:11,30.32422,59.929012,3D-принтеры и аксессуары,Ultimaker,4893496603468938,5,250000
restore,2022-01-13 15:03,30.355066,59.987391,Программное обеспечение,Corel,4893496603468938,5,80000
Porivay Suit,2016-10-11 21:02,30.348972,59.914947,Одежда для йоги,Free People Movement,4893496603468938,54,7500
Авто Стори,2017-05-14 11:00,30.47283,59.885293,Электрооборудование,WAI Global,4893496603468938,18,10000
ТехноНИКОЛЬ,2022-12-27 16:15,30.282577,60.073813,Окна и двери,Trocal,4893496603468938,22,24000
РеалЪ,2012-03-28 21:54,30.422474,59.942593,Экологически чистые продукты,Sante,5342605784325533,17,240
Ашан,2021-11-03 14:21,30.341063,59.913898,Чай и кофе,Moccona,5342605784325533,5,270
Магнит,2012-02-18 06:02,30.260214,59.92881,Товары для выпечки,Red Star,5149082444711327,10,130
Афоня,2022-11-27 12:46,30.465252,59.880264,Герметики и монтажная пена,Den Braven,5149082444711327,14,370
DNS,2021-01-01 19:25,30.276675,59.941572,Мониторы,AOC,5149082444711327,48,22000
Barleone,2023-06-21 12:57,30.293232,59.959192,Аксессуары,Dior,5149082444711327,8,55000
Петрович,2022-08-02 21:36,30.301941,60.09559,Садовая техника,Stihl,4245431415706723,24,65000
М-Стерео,2024-05-04 17:02,30.367216,59.935317,Программное обеспечение,Google,4245431415706723,11,140000
Дон Телефон,2020-06-28 17:49,30.321769,59.927084,Носимая электроника,Casio,4245431415706723,31,20000
Автотрейд,2022-09-21 10:27,30.382569,59.889669,Тормозные системы,Akebono,5268685600726015,5,13000
Elny,2019-07-21 18:35,30.34682,59.832252,Купальники и пляжная одежда,Tory Burch,5268685600726015,30,6500
Elny,2019-05-27 08:51,30.259229,60.0078,Одежда для дома,Tommy Hilfiger,4760368166870531,35,4000
Автотрейд,2020-12-11 18:24,30.382332,59.889032,Шины и диски,Dunlop,4760368166870531,14,9500
Лента,2017-05-13 18:44,30.238926,60.029599,Орехи и сухофрукты,Семушка,6768450488705276,5,400
СтройХаус,2018-08-26 12:30,30.249159,59.987033,Керамическая плитка,Vitra,6768450488705276,7,1400
Авто Стори,2023-12-14 18:49,30.47283,59.885293,Автоинструменты и оборудование,SK Hand Tools,6768450488705276,5,14000
Babochka,2023-12-09 10:50,30.342662,59.945058,Аксессуары,Prada,6768450488705276,18,45000
VAG Club,2020-03-09 20:18,30.444139,60.000501,Автосигнализации и охранные системы,Sobr,6768450488705276,23,19000
DreamWhite,2023-03-11 13:08,30.304204,59.960815,Аксессуары,Balenciaga,5257873840423831,17,45000
Афоня,2012-03-19 13:48,30.227397,60.005423,Декоративные элементы,Dulux,5257873840423831,5,3100
Elny,2012-09-12 13:45,30.34682,59.832252,Верхняя одежда,Uniqlo,5257873840423831,5,11000
Лента,2020-10-16 18:41,30.470295,59.951686,Продукты для вегетарианцев,Quorn,5479499506869871,10,400
DreamWhite,2020-03-16 11:10,30.359178,59.938404,Аксессуары,Balenciaga,5479499506869871,32,45000
Barleone,2024-07-23 14:10,30.293232,59.959192,Головные уборы,H&M,5479499506869871,5,1500
СтройХаус,2015-02-10 12:46,30.372729,59.95475,Освещение,Panasonic,5268231563788130,6,1400
Дизель спот,2015-08-27 09:52,30.468788,59.960016,Автоинструменты и оборудование,Lisle,5268231563788130,41,7000
Перекрёсток,2020-05-04 13:53,30.219771,59.985776,Снеки и чипсы,Snyder's of Hanover,5268231563788130,5,180
Лента,2014-11-17 07:08,30.24024,60.038992,Здоровое питание,Pulsin,5268231563788130,25,300
Eurospar,2014-02-22 10:21,30.359726,59.948455,Экологически чистые продукты,Sante,5268238188076839,5,240
Авто Стори,2013-04-08 21:48,30.385865,59.892103,Тормозные системы,Bosch,4245435601407044,28,12000
Eurospar,2025-03-09 21:01,30.34903,59.945452,Готовые блюда,Суперменю,4245435601407044,10,240
Babochka,2014-09-08 21:46,30.328896,59.793756,Рубашки и блузы,Brooks Brothers,4245435601407044,5,4800
OBI,2012-10-19 23:04,30.146803,59.993579,Вентиляция и кондиционирование,General Climate,4245435601407044,5,70000
PisterGSM,2020-11-13 09:22,30.36603,59.932429,Программное обеспечение,Siemens,5442619991336383,5,230000
Телемаркет24,2021-08-20 18:12,30.355724,59.922592,Устройства виртуальной и дополненной реальности,Valve,5442619991336383,5,50000
Максидом,2018-05-27 23:49,30.38423,60.002149,Кровельные материалы,Onduline,4274270093087828,13,1600
VAG Club,2013-09-20 17:06,30.444139,60.000501,Автоинструменты и оборудование,Matco Tools,4274270093087828,5,18000
Дизель спот,2019-06-26 11:58,30.444036,59.950531,Автоинструменты и оборудование,OTC Tools,4268901720053762,5,12000
StoreDima,2013-11-15 11:30,30.32422,59.929012,Фото- и видеокамеры,JVC,4268901720053762,20,30000
СтройХаус,2019-06-16 20:46,30.409452,60.075356,Кровельные материалы,Gerard,4268901720053762,15,3200
Дизель спот,2015-01-20 22:30,30.468788,59.960016,Автосигнализации и охранные системы,Sheriff,4268901720053762,9,15000
Ситилинк,2019-08-12 20:18,30.209514,59.856308,Сетевые сервисы и подписки,IBM,4295659024568617,34,14000
Автотрейд,2013-06-22 09:22,30.382569,59.889669,Автозвук и мультимедиа,Soundstream,4295659024568617,29,15000
СтройХаус,2018-12-06 15:20,30.409452,60.075356,Строительные материалы,Rockwool,4295659024568617,5,4000
Porivay Suit,2012-12-17 17:07,30.348972,59.914947,Спортивные костюмы,Columbia,4295659024568617,5,9500
М.Видео,2021-10-05 09:43,30.335195,60.058204,Устройства умного дома,Honeywell,4295659024568617,15,35000
VAG Club,2013-02-21 17:06,30.22647,59.996275,Автосигнализации и охранные системы,Black Bug,4245433524692681,15,26000
VAG Club,2018-07-04 19:48,30.22647,59.996275,Шины и диски,Hankook,4245433524692681,5,9000
Перекрёсток,2016-03-15 05:22,30.276031,59.942166,Бакалея,Makfa,4245433524692681,52,130
Elny,2016-01-18 12:09,30.259229,60.0078,Головные уборы,Ralph Lauren,4023114802788585,20,3500
Автотрейд,2012-12-03 12:56,30.169871,59.815811,Тормозные системы,Ferodo,4023114802788585,6,9000
Babochka,2024-10-27 13:27,29.872112,60.171461,Джинсы и брюки,Lee,4023114802788585,18,4500
Максидом,2022-06-24 22:54,30.386777,60.004162,Крепеж и метизы,Schneider,4023114802788585,6,4100
Barleone,2021-11-04 09:33,30.293232,59.959192,Обувь,Skechers,4023114802788585,5,6000
Eurospar,2023-02-12 03:35,30.34903,59.945452,Чай и кофе,Lipton,5458072849018578,13,150
М-Стерео,2016-11-28 10:22,30.367216,59.935317,Накопители данных,Kingston,5458072849018578,5,5500
Barleone,2015-04-04 18:49,30.293232,59.959192,Мужская одежда,Versace,4760367556827457,5,21000
Телемаркет24,2022-09-19 17:30,30.335758,60.067134,Электронные книги,Onyx Boox,4760367556827457,38,15000
Babochka,2023-10-05 08:01,30.379816,59.925405,Часы и украшения,Xiaomi,4276762888829714,13,25000
Перекрёсток,2024-08-20 01:10,30.158605,59.869137,Молочные продукты,Fruttis,4276762888829714,5,80
Barleone,2013-03-13 10:27,30.293232,59.959192,Одежда для сна,Jockey,4276762888829714,45,2200
Лемана Про,2013-04-02 18:16,30.300415,60.004457,Отделочные материалы,Rigips,5458071233073368,7,4700
Babochka,2021-08-11 18:14,30.373729,59.927942,Спортивные костюмы,Reebok,5458071233073368,15,8000
Elny,2013-10-29 12:43,30.257252,59.990067,Одежда для работы,Ann Taylor,4483699101642405,16,8500
DNS,2022-07-26 22:27,30.482103,59.908611,Автоэлектроника,JL Audio,4483699101642405,7,20000
Пятёрочка,2014-07-30 16:35,30.355012,59.957,Снеки и чипсы,Stacy's,6768025345025594,32,190
Porivay Suit,2017-05-18 12:33,30.356776,59.915184,Детская одежда,Nike,4245421188199416,8,3500
РеалЪ,2017-07-30 17:03,30.476855,59.904873,Орехи и сухофрукты,Семейный Сад,4245421188199416,42,420
Ситилинк,2024-08-09 11:13,30.268732,59.85252,Принтеры и сканеры,Canon,4245421188199416,26,22000
Телемаркет24,2023-03-11 15:01,30.205425,59.989928,Фото- и видеокамеры,Canon,4245421188199416,19,60000
Петрович,2020-12-22 17:10,30.165419,59.809854,Поливочные системы,Antelco,5469634844041062,60,8000
VAG Club,2018-02-24 13:01,30.444139,60.000501,Тормозные системы,Meyle,5484383115832499,5,9000
Авто Стори,2022-06-16 08:18,30.47283,59.885293,Автомобильные аксессуары,Husky Liners,5484383115832499,5,6000
restore,2021-07-23 13:07,30.515375,59.893985,Электронные книги,Tolino,5484383115832499,5,7000
DreamWhite,2022-04-23 11:59,30.370335,59.938003,Часы и украшения,Ulefone,5484383115832499,52,12000
СтройХаус,2012-10-16 08:23,30.44978,60.036823,Лестницы и стремянки,Centaur,5484383115832499,5,8000
StoreDima,2021-08-02 12:25,30.32422,59.929012,Автоэлектроника,JVC,5458078807949135,18,13000
Лемана Про,2025-03-11 12:31,30.389552,60.056215,Изоляционные материалы,Steico,5458078807949135,5,1500
OBI,2017-11-21 19:36,30.349319,59.871277,Декоративные элементы,Bostik,4023112056920244,44,2500
restore,2024-01-03 22:46,30.27508,59.941932,Мелкая бытовая техника,Polaris,4023112056920244,58,10000
Сатурн,2012-05-21 09:16,30.392081,59.889243,Системы водоснабжения,BWT,4023112056920244,24,26000
VAG Club,2022-07-16 11:28,30.22647,59.996275,Топливные системы,Pierburg,4023112056920244,5,10000
Лемана Про,2014-05-12 21:42,30.398137,59.800127,Декоративные элементы,Dulux,4023112056920244,30,3100
Elny,2018-01-10 18:20,30.361476,59.932748,Головные уборы,Stussy,5104107916898399,5,3500
OBI,2019-03-13 17:06,30.147238,59.993572,Садовые постройки,BillyOh,5104107916898399,5,41000
Автотрейд,2015-03-17 15:14,30.169871,59.815811,Автоинструменты и оборудование,Sunex,5104107916898399,5,8000
Ашан,2019-01-29 23:03,30.38196,60.091953,Орехи и сухофрукты,Фрутоняня,5458077543656005,5,350
ТехноНИКОЛЬ,2015-02-05 12:50,30.526859,59.620811,Освещение,Cree,5458077543656005,14,1800
Elny,2020-10-05 20:52,30.361476,59.932748,Детская одежда,Under Armour,5458077543656005,12,3500
StoreDima,2023-04-24 19:56,30.32422,59.929012,Сетевые сервисы и подписки,VMware,5458077543656005,6,11000
Пятёрочка,2015-07-28 23:05,30.243763,59.930595,Детское питание,Earth's Best,5458077543656005,5,170
М-Стерео,2023-04-13 14:02,30.367216,59.935317,Программируемые устройства,Pololu,4023118514481383,42,3100
Ситилинк,2017-11-28 20:26,30.271897,59.900793,Ноутбуки,Panasonic,4023118514481383,22,65000
Петрович,2017-07-12 23:54,30.165382,59.809835,Садовая мебель,Sika-Design,4023118514481383,5,50000
М.Видео,2016-04-22 19:20,30.319245,59.92564,Компьютерные периферийные устройства,Logitech,4023118514481383,5,15000
Петрович,2012-10-07 20:05,30.354297,60.075893,Садовая мебель,ScanCom,5484760613828523,5,38000
Дикси,2018-10-17 21:59,30.297314,59.95505,Бакалея,Mivina,5484760613828523,5,100
Петрович,2013-03-22 20:26,30.23458,59.996405,Вентиляция и кондиционирование,Mitsubishi Electric,5484760613828523,5,140000
VAG Club,2024-07-05 21:25,30.444139,60.000501,Автосигнализации и охранные системы,Black Bug,5484760613828523,13,26000
Телемаркет24,2018-05-24 13:50,30.424798,60.048503,Электронные книги,Kobo,4279226582039356,18,9000
Авто Стори,2015-03-04 16:34,30.47283,59.885293,Автосигнализации и охранные системы,Sobr,4245429832608798,5,19000
Автотрейд,2019-04-07 14:19,30.382569,59.889669,Двигатели и компоненты,SKF,4245429832608798,5,85000
Barleone,2013-05-05 17:25,30.293232,59.959192,Сумки и рюкзаки,Marc Jacobs,4245429832608798,14,80000
Авто Стори,2020-08-02 10:33,30.385865,59.892103,Топливные системы,Hitachi,4245429832608798,30,11500
DreamWhite,2017-08-27 15:31,30.359178,59.938404,Футболки и майки,GAP,4245429832608798,5,2200
DreamWhite,2016-07-11 17:02,30.304204,59.960815,Одежда для беременных,Gap Maternity,4276665704968390,13,3800
DreamWhite,2018-03-24 20:13,30.370335,59.938003,Спортивные костюмы,The North Face,4276665704968390,14,10000
PisterGSM,2016-05-28 20:01,30.36603,59.932429,Накопители данных,LaCie,5488377990666141,7,7500
VAG Club,2021-05-14 10:25,30.22647,59.996275,Автомобильные аксессуары,BlackVue,4760367192216213,9,20000
СтройХаус,2022-12-06 10:07,30.482775,60.002994,Садовые постройки,Suncast,4760367192216213,19,42000
М.Видео,2022-10-14 11:17,30.36925,59.875842,Телефоны и оборудование для стационарной связи,Oricom,4760367192216213,31,4500
Петрович,2012-01-23 12:02,30.206649,59.85461,Мебель для ванной,Vitra,4760367192216213,5,29000
Eurospar,2012-01-31 13:39,30.284023,59.944569,Чай и кофе,Tess,4760367192216213,57,130
Дизель спот,2013-11-06 12:34,30.235619,59.993021,Трансмиссии,Bosch,4245439368219469,5,140000
Авто Стори,2016-10-11 17:20,30.47283,59.885293,Шины и диски,Continental,4245439368219469,22,11500
DreamWhite,2022-09-19 14:04,30.332892,59.792867,Одежда для беременных,Motherhood Maternity,4245439368219469,10,4000
Азбука вкуса,2018-11-21 17:24,30.314909,59.90529,Масла и жиры,Красное Знамя,4245439368219469,5,125
Дизель спот,2016-05-24 22:42,30.468788,59.960016,Системы охлаждения,Meyle,4245439368219469,8,12000
Barleone,2024-08-06 11:55,30.293232,59.959192,Аксессуары,Gucci,4021778477775720,5,50000
Автотрейд,2013-12-31 13:59,30.235785,59.992793,Автомобильные аптечки и аварийные наборы,Дорожная карта,5458071477893569,5,2400
DreamWhite,2015-10-16 16:41,30.304204,59.960815,Свитера и кардиганы,Lacoste,5458071477893569,6,7000
OBI,2024-06-29 21:13,30.147238,59.993572,Гипсокартон и комплектующие,Kreisel,5268232216990853,10,390
PisterGSM,2017-09-07 21:18,30.36603,59.932429,Аудиооборудование,KEF,5268232216990853,14,52000
Лента,2023-11-10 13:38,30.40236,60.011515,Напитки,Volvic,5268232216990853,5,95
GATE31,2021-04-10 19:57,30.309594,59.964426,Одежда для активного отдыха,Prana,5268232216990853,5,10000
GATE31,2022-10-31 16:37,30.360159,59.943736,Спортивная одежда,Patagonia,5411593956360260,13,9000
Дизель спот,2025-02-27 20:16,30.235619,59.993021,Тормозные системы,Power Stop,5411593956360260,8,11500
DreamWhite,2018-11-28 17:50,30.370335,59.938003,Головные уборы,Puma,5411593956360260,5,2200
Сатурн,2023-07-26 15:46,30.352088,59.996967,Системы канализации,Pragma,5498910221701698,5,10000
StoreDima,2014-03-11 21:52,30.32422,59.929012,Автоэлектроника,Sony,5498910221701698,5,16000
StoreDima,2017-01-14 10:18,30.32422,59.929012,Носимая электроника,Xiaomi,5498910221701698,21,15000
РеалЪ,2019-01-24 18:12,30.414431,59.94991,Продукты для вегетарианцев,Daiya,5189964777335179,5,260
Porivay Suit,2018-01-12 10:18,30.348972,59.914947,Головные уборы,Zara,5213427782016212,5,1600
Porivay Suit,2013-11-03 21:36,30.356776,59.915184,Белье и ночные сорочки,La Perla,5213427782016212,5,10000
Eurospar,2021-07-11 13:43,30.284029,59.944536,Детское питание,Beech-Nut,5213427782016212,5,140
ТехноНИКОЛЬ,2020-01-12 09:30,30.432281,59.897979,Системы канализации,Kaldewei,5213427782016212,11,14000
Автотрейд,2023-12-11 19:50,30.169871,59.815811,Автозвук и мультимедиа,Sony,5213427782016212,65,16000
М.Видео,2023-08-13 15:05,30.511585,59.894069,Компьютерные периферийные устройства,Creative,5432111000581921,21,12000
Максидом,2023-08-27 09:15,30.38423,60.002149,Инструменты и оборудование,Festool,5432111000581921,16,28000
Barleone,2019-12-25 20:38,30.293232,59.959192,Свитера и кардиганы,Levi's,5432111000581921,42,6000
Магнит,2012-05-09 22:12,30.407038,59.934885,Продукты для вегетарианцев,Violife,5432111000581921,5,270
Петрович,2014-01-09 17:16,30.354297,60.075893,Герметики и монтажная пена,Soudatherm,4023123779340531,40,360
СтройХаус,2012-06-29 10:19,30.44978,60.036823,Напольные покрытия,Gerflor,4023123779340531,5,1950
OBI,2022-01-09 13:03,30.147238,59.993572,Садовая мебель,Fermob,4279774586515515,5,45000
Лента,2025-04-19 16:33,30.24024,60.038992,Мясо и птица,Велком,4279774586515515,10,400
Ситилинк,2021-07-09 23:55,30.487587,59.951173,Планшеты,Xiaomi,4279774586515515,5,35000
Ситилинк,2016-06-21 15:31,30.616702,59.730483,Компьютерные периферийные устройства,Acer,4279774586515515,7,14000
Barleone,2018-09-08 21:04,30.293232,59.959192,Одежда для сна,Hanes,6768451276378632,5,1800
Barleone,2020-03-24 12:20,30.293232,59.959192,Перчатки и шарфы,Ted Baker,6768451276378632,16,11000
М.Видео,2012-03-28 13:37,30.472608,59.742865,Программируемые устройства,ROBOTIS,6768451276378632,6,5500
Лента,2013-05-04 19:51,30.362929,59.831652,Крупы и макароны,Агро-Альянс,6768451276378632,5,100
СтройХаус,2012-05-15 09:33,30.44978,60.036823,Фасадные материалы,Technonicol,4476246278280574,5,1450
Пятёрочка,2021-07-09 20:53,30.348069,59.923644,Товары для выпечки,Swans Down,4582793643089391,22,130
restore,2022-02-10 15:37,30.367769,60.033526,Настольные компьютеры,Corsair,4582793643089391,5,100000
М-Стерео,2013-12-18 18:08,30.355453,59.938372,Программное обеспечение,IBM,4582793643089391,19,220000
PisterGSM,2021-08-10 17:08,30.36603,59.932429,Системы безопасности,Blink,4582793643089391,5,14000
Дикси,2018-05-07 13:31,30.305306,59.924337,Масла и жиры,Шедевр,6764215060476762,8,150
