Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
Перекрёсток,2014-09-01 11:36,30.210059,60.000487,Продукты для вегетарианцев,Impossible Foods,6764217274165142,5,470
Максидом,2013-06-05 16:14,30.38423,60.002149,Краски и лаки,Belinka,6764217274165142,5,1900
OBI,2013-11-06 18:02,30.316835,59.824291,Кровельные материалы,GAF,6764217274165142,43,2800
Телемаркет24,2024-11-11 12:51,30.272169,60.002172,Игровые консоли и аксессуары,8BitDo,4483697596553617,5,7000
Дизель спот,2020-09-11 19:09,30.235619,59.993021,Автосигнализации и охранные системы,Tiger,4483697596553617,43,12000
DNS,2025-03-20 11:56,30.114265,59.840125,Телевизоры,Sceptre,4483697596553617,5,27000
Магнит,2017-05-17 16:12,30.165424,59.863452,Специи и пряности,Penzeys Spices,4274067595538123,30,240
Ситилинк,2017-12-09 20:08,30.442428,59.878086,Кабели и адаптеры,Anker,4274067595538123,5,1500
VAG Club,2019-05-12 23:58,30.22647,59.996275,Автосигнализации и охранные системы,Black Bug,4274067595538123,16,26000
DreamWhite,2014-10-08 09:46,30.332892,59.792867,Свитера и кардиганы,Hugo Boss,4274067595538123,5,9000
DreamWhite,2025-04-02 18:55,30.304204,59.960815,Рубашки и блузы,Zara,4274067595538123,7,2500
GATE31,2023-09-21 15:58,30.319385,59.930106,Купальники и пляжная одежда,Aerie,5104103482564933,5,3500
Петрович,2016-10-01 09:14,30.165382,59.809835,Электрика,IEK,5104103482564933,14,3200
Лемана Про,2019-09-05 18:25,30.390059,60.055245,Садовые постройки,Arrow,5104103482564933,5,35000
GATE31,2017-02-02 15:28,30.344614,59.930422,Спортивная одежда,Brooks,5104103482564933,30,6800
Автотрейд,2021-10-03 22:37,30.382569,59.889669,Автоинструменты и оборудование,SK Hand Tools,4244762749141264,5,14000
Barleone,2016-10-10 10:54,30.293232,59.959192,Одежда для активного отдыха,Outdoor Research,5183636514406442,8,14000
Porivay Suit,2015-04-29 13:49,30.356776,59.915184,Джинсы и брюки,Abercrombie & Fitch,5183636514406442,13,5500
Магнит,2016-08-08 19:29,30.225342,59.949801,Чай и кофе,Lipton,5183636514406442,5,150
Elny,2019-07-23 19:09,30.379255,59.826746,Сумки и рюкзаки,Celine,5183636514406442,41,150000
Babochka,2016-07-06 13:00,30.418657,59.940382,Аксессуары,Bottega Veneta,4276030933332187,5,60000
Дон Телефон,2016-01-19 11:48,30.321769,59.927084,Телефоны и оборудование для стационарной связи,Grandstream,4276030933332187,18,7500
РеалЪ,2019-10-11 10:41,30.476855,59.904873,Диетические продукты,SlimFast,5483876531592884,26,1400
Афоня,2014-04-17 21:59,30.42897,59.951745,Поливочные системы,Claber,5483876531592884,24,10000
Магнит,2021-08-27 06:51,30.429308,59.892659,Безалкогольные напитки,Arizona,5213241246182149,26,130
Дон Телефон,2022-07-09 19:33,30.321769,59.927084,Системы безопасности,Blink,5193044009432251,44,14000
Babochka,2013-07-09 11:51,30.373729,59.927942,Перчатки и шарфы,Michael Kors,5193044009432251,35,16000
Elny,2022-12-22 19:38,30.379255,59.826746,Сумки и рюкзаки,Versace,5469227417673616,9,140000
Перекрёсток,2023-10-01 13:45,30.210059,60.000487,Молочные продукты,House in the Village,5411590134776464,22,80
GATE31,2016-07-04 18:13,30.345298,59.930685,Свитера и кардиганы,Diesel,5411590134776464,23,6500
Азбука вкуса,2013-04-12 08:12,30.225444,59.942178,Безалкогольные напитки,Fanta,5411590134776464,29,90
GATE31,2015-12-17 19:41,30.344614,59.930422,Одежда для сна,Natori,5411590134776464,16,5500
VAG Club,2023-06-07 17:42,30.22647,59.996275,Шины и диски,Toyo,5290255022732686,5,8500
Barleone,2019-08-05 17:42,30.293232,59.959192,Перчатки и шарфы,Ralph Lauren,5290255022732686,5,17000
Дизель спот,2014-07-06 22:33,30.235619,59.993021,Автомобильные масла и жидкости,Royal Purple,5290255022732686,14,3500
Авто Стори,2019-07-09 14:54,30.47283,59.885293,Шины и диски,Michelin,4025071846765410,5,12000
Авто Стори,2021-03-13 09:41,30.47283,59.885293,Автомобильные аксессуары,Yakima,4025071846765410,30,14000
Ситилинк,2013-08-25 20:39,30.318894,59.926417,Смартфоны и мобильные телефоны,OnePlus,4025071846765410,5,40000
Дикси,2014-12-26 23:21,30.35584,59.923634,Хлеб и выпечка,Каравай Кубани,4025071846765410,47,55
Дикси,2023-10-23 16:20,30.246704,59.928664,Крупы и макароны,Мистраль,5522123547429419,14,100
Babochka,2023-12-14 12:06,30.336152,59.802006,Сумки и рюкзаки,Prada,4893495169051582,28,170000
Мастеровой,2022-06-13 14:02,30.313991,59.926244,Сантехника,Roca,4714873753672568,5,15000
Мастеровой,2024-12-20 21:30,30.313991,59.926244,Напольные покрытия,Witex,5213246943441534,28,1300
Babochka,2024-10-01 14:25,30.342662,59.945058,Одежда для йоги,Alo Yoga,4023111383714896,7,7000
Мастеровой,2020-07-22 21:33,30.314322,59.926366,Окна и двери,Salamander,4023111383714896,16,29000
ТехноНИКОЛЬ,2020-10-28 15:47,30.433004,59.898045,Керамическая плитка,Porcelanosa,4023128198732713,6,2200
Дикси,2022-01-12 13:10,30.361594,59.939402,Крупы и макароны,Быстров,4023128198732713,24,120
VAG Club,2018-11-19 13:18,30.22647,59.996275,Автомобильные лампы и освещение,Hella,4023128198732713,5,1700
Elny,2024-12-01 21:16,30.379255,59.826746,Мужская одежда,Reebok,4226085794359696,5,5500
Лемана Про,2014-11-18 16:05,30.273169,60.073772,Фасадные материалы,Sika,4226085794359696,5,1400
Porivay Suit,2022-05-04 10:44,30.356776,59.915184,Футболки и майки,Champion,4226085794359696,5,2400
СтройХаус,2016-05-21 13:07,30.478379,60.015703,Сантехника,Hatria,4670586995075019,41,15000
Петрович,2013-11-16 18:47,30.344151,60.06295,Лестницы и стремянки,Krause,4670586995075019,5,12000
Автотрейд,2014-06-15 18:19,30.382569,59.889669,Трансмиссии,GKN,4279263691831030,19,120000
Eurospar,2020-06-08 16:49,30.300629,59.96729,Органические продукты,Amy's Kitchen,4279263691831030,5,200
Ашан,2021-03-30 08:30,30.389656,60.053224,Замороженные продукты,Talenti,4279263691831030,22,650
OBI,2014-09-23 12:19,30.146803,59.993579,Герметики и монтажная пена,Axton,5183639105504824,44,270
Elny,2019-04-01 09:54,30.273866,59.941915,Купальники и пляжная одежда,Speedo,5183639105504824,5,4000
Телемаркет24,2013-11-15 09:17,30.438988,59.933292,Офисная техника,Microsoft,5183639105504824,5,43000
ТехноНИКОЛЬ,2012-03-21 10:47,30.526859,59.620811,Поливочные системы,Gilmour,5439426917892115,5,9500
VAG Club,2021-02-13 19:01,30.22647,59.996275,Электрооборудование,Hella,4261130388842127,26,12000
restore,2013-03-06 13:34,30.446447,59.911725,Фото- и видеокамеры,Phase One,4261130388842127,5,250000
Авто Стори,2024-08-04 13:42,30.47283,59.885293,Автосигнализации и охранные системы,Tiger,5583555009959757,5,12000
Elny,2025-04-06 13:16,30.275569,59.852219,Одежда для дома,Sloggi,5583555009959757,28,1800
Дикси,2021-09-11 20:10,30.29012,60.005244,Алкогольные напитки,Glenfiddich,5583555009959757,14,4000
Сатурн,2016-09-12 10:11,30.363618,60.007905,Лестницы и стремянки,Youngman,4023120630309642,5,9500
Babochka,2012-04-06 15:01,30.342662,59.945058,Спортивная одежда,Mizuno,4658825010890886,30,6200
Barleone,2012-10-12 19:45,30.293232,59.959192,Часы и украшения,Huawei,4658825010890886,18,35000
GATE31,2018-01-02 15:36,30.344614,59.930422,Эко-одежда,Thought,4658825010890886,59,9000
Пятёрочка,2016-01-30 18:54,30.3785,59.845511,Экологически чистые продукты,Logona,4658825010890886,25,290
Porivay Suit,2015-07-21 21:30,30.356776,59.915184,Джинсы и брюки,Armani Exchange,4658825010890886,5,10000
Дизель спот,2022-10-16 10:03,30.235619,59.993021,Тормозные системы,Brembo,4622353857866451,9,15000
Дизель спот,2018-07-28 20:54,30.235619,59.993021,Шины и диски,Hankook,4622353857866451,16,9000
ТехноНИКОЛЬ,2023-11-04 23:18,30.432281,59.897979,Системы канализации,Kaldewei,5458074291091924,14,14000
DreamWhite,2021-04-01 11:48,30.359178,59.938404,Одежда для работы,Hugo Boss,5458074291091924,5,15000
Babochka,2017-03-29 11:31,30.336152,59.802006,Одежда для дома,Marks & Spencer,5458074291091924,33,2500
DreamWhite,2018-02-02 13:12,30.332892,59.792867,Рубашки и блузы,Abercrombie & Fitch,5458074291091924,60,3300
GATE31,2016-11-16 22:54,30.354525,59.98708,Белье и ночные сорочки,Aubade,5458074291091924,71,6000
Сатурн,2014-04-21 16:42,30.351693,59.941615,Краски и лаки,Lakra,4333161516171283,28,1700
StoreDima,2015-11-08 15:03,30.32422,59.929012,Кабели и адаптеры,Lenovo,4333161516171283,5,1700
StoreDima,2017-03-02 10:27,30.32422,59.929012,Аудиооборудование,LG,4333161516171283,67,32000
Авто Стори,2012-03-19 17:40,30.47283,59.885293,Автомобильные аптечки и аварийные наборы,АВТОЛЮКС,4333161516171283,19,3200
РеалЪ,2022-04-17 23:42,30.31785,59.915448,Готовые блюда,Слобода,5486740656933179,11,120
Максидом,2024-03-14 08:29,30.386777,60.004162,Напольные покрытия,Egger,4245438835707840,36,1300
Porivay Suit,2017-07-12 20:52,30.348972,59.914947,Мужская одежда,H&M,4245438835707840,5,4000
Дизель спот,2021-02-10 12:49,30.235619,59.993021,Трансмиссии,ACDelco,4658824145269098,5,110000
Barleone,2013-06-16 19:30,30.293232,59.959192,Джинсы и брюки,Levi's,4658824145269098,44,6000
Петрович,2016-09-06 18:36,30.252079,59.952578,Керамическая плитка,Paradyz,5224770946419927,5,1700
PisterGSM,2018-06-08 18:15,30.36603,59.932429,Автоэлектроника,Pioneer,5224770946419927,22,15000
VAG Club,2016-06-25 11:09,30.22647,59.996275,Автомобильные лампы и освещение,PIAA,5224770946419927,5,1800
Дон Телефон,2014-07-20 23:08,30.320953,59.927913,Накопители данных,Crucial,5224770946419927,5,6000
Дизель спот,2019-05-11 14:49,30.235619,59.993021,Системы охлаждения,AISIN,5224770946419927,5,13500
Сатурн,2018-01-28 12:57,30.351693,59.941615,Системы отопления,Bosch,4274042619927721,24,100000
Лемана Про,2019-02-25 10:51,30.244619,59.954959,Вентиляция и кондиционирование,LG,4274042619927721,7,120000
Авто Стори,2022-04-16 11:29,30.385865,59.892103,Автомобильные аптечки и аварийные наборы,Автостоп,4274160356590958,5,1500
Азбука вкуса,2014-07-06 09:46,30.225444,59.942178,Детское питание,Gerber,4274160356590958,5,140
Elny,2014-11-12 20:17,30.362365,59.933929,Рубашки и блузы,Lacoste,5479644483440926,5,4200
Телемаркет24,2012-07-22 20:11,30.473981,59.946175,Фото- и видеокамеры,Pentax,5479644483440926,15,40000
Максидом,2022-10-05 12:37,30.267628,59.95185,Напольные покрытия,IVC,5479644483440926,11,1700
PisterGSM,2022-05-31 13:04,30.36603,59.932429,Настольные компьютеры,MSI,5479644483440926,5,95000
Сатурн,2018-11-17 21:38,30.352088,59.996967,Напольные покрытия,Egger,5479644483440926,5,1300
Дизель спот,2021-08-28 17:32,30.468788,59.960016,Автосигнализации и охранные системы,Cyclon,5257873931425305,5,8000
Петрович,2018-03-06 21:14,30.459371,59.979735,Герметики и монтажная пена,Bostik,5257873931425305,19,360
Дикси,2017-04-01 05:24,30.323611,59.914009,Здоровое питание,Clearspring,5479624096589802,7,350
Автотрейд,2018-03-01 15:05,30.382332,59.889032,Автосигнализации и охранные системы,Sky,5479624096589802,25,7000
VAG Club,2015-10-07 16:16,30.444139,60.000501,Системы охлаждения,Stant,5479624096589802,12,10000
PisterGSM,2019-11-22 15:08,30.36603,59.932429,Телефоны и оборудование для стационарной связи,Grandstream,5479624096589802,5,7500
Автотрейд,2013-09-29 18:00,30.235785,59.992793,Автомобильные лампы и освещение,Philips,4245428835520574,5,1500
Porivay Suit,2019-03-05 22:57,30.348972,59.914947,Обувь,Hoka One One,5406744431626128,32,10000
Пятёрочка,2015-10-20 06:37,30.229177,59.949218,Товары для выпечки,Nestlé Toll House,5488375537381535,5,170
Петрович,2015-02-22 15:28,30.301941,60.09559,Окна и двери,Schuco,5488375537381535,28,32000
restore,2023-02-15 17:15,30.317006,59.820927,Кабели и адаптеры,Logitech,5488375537381535,18,1600
Максидом,2023-02-01 22:53,30.36521,59.811704,Садовый декор,Achla Designs,5488375537381535,39,16000
СтройХаус,2024-08-30 12:09,30.436413,59.946501,Декоративные элементы,Axton,5488375537381535,5,2900
DNS,2018-07-28 08:31,30.226092,60.037187,Телевизоры,Westinghouse,5543860915189578,5,23000
Babochka,2016-06-10 10:13,30.379816,59.925405,Футболки и майки,Reebok,5543860915189578,28,2800
Ашан,2024-03-17 17:09,30.341063,59.913898,Орехи и сухофрукты,ФрутоНяня,5543860915189578,15,350
Авто Стори,2017-05-19 13:25,30.385865,59.892103,Шины и диски,Dunlop,5458076278979878,5,9500
Афоня,2024-10-04 11:32,30.242707,59.852365,Фасадные материалы,Mapei,5458076278979878,9,1300
Мастеровой,2012-03-10 18:53,30.314322,59.926366,Освещение,GE Lighting,5257871580952710,55,1300
Дикси,2014-04-21 00:58,30.297767,59.964907,Масла и жиры,Злато,5257871580952710,5,145
Elny,2020-09-10 20:43,30.362365,59.933929,Обувь,Vans,5127365890441518,5,6000
Афоня,2016-12-11 17:31,30.387845,60.00248,Электрика,EKF,5127365890441518,14,3100
Пятёрочка,2024-02-05 19:35,30.274433,59.898666,Напитки,Arizona,5209544464088292,22,95
VAG Club,2020-01-27 20:35,30.22647,59.996275,Электрооборудование,Champion,5209544464088292,21,8000
Дон Телефон,2015-11-06 17:42,30.320953,59.927913,Устройства виртуальной и дополненной реальности,Vuzix,5209544464088292,22,45000
DreamWhite,2022-03-08 23:24,30.359178,59.938404,Свитера и кардиганы,American Eagle,5209544464088292,15,4000
DNS,2024-11-08 18:49,30.460743,59.878625,Телевизоры,Haier,5312366672968138,5,26000
restore,2024-08-18 21:38,30.515375,59.893985,Устройства умного дома,Bosch,5312366672968138,5,50000
Петрович,2021-11-17 12:35,30.301941,60.09559,Декоративные элементы,Axton,4627799580212390,5,2900
Ашан,2016-03-10 13:21,30.400781,59.899965,Чай и кофе,Greenfield,4627799580212390,23,170
М.Видео,2012-02-09 22:52,30.316201,59.826062,Носимая электроника,Fossil,4627799580212390,7,22000
Пятёрочка,2020-11-12 23:12,30.274433,59.898666,Молочные продукты,Prostokvashino,4188703667693396,5,75
Мастеровой,2017-12-10 14:53,30.313991,59.926244,Освещение,Cooper Lighting,5364097841306728,14,1650
GATE31,2020-01-05 19:56,30.346968,59.918223,Одежда для беременных,A Pea in the Pod,5364097841306728,19,4500
DreamWhite,2016-05-02 15:47,30.332892,59.792867,Эко-одежда,Toad&Co,5364097841306728,5,8500
DNS,2024-10-09 19:29,30.335183,60.051509,Программируемые устройства,Parallax,5364097841306728,5,3400
Elny,2024-04-05 17:23,30.34682,59.832252,Спортивные костюмы,Adidas,5364097841306728,5,9500
Eurospar,2019-11-09 10:53,30.34596,59.928669,Рыба и морепродукты,Рыбный день,4333001445622264,12,460
DreamWhite,2018-11-14 12:49,30.370335,59.938003,Детская одежда,Adidas,5209549979340927,23,3500
StoreDima,2024-06-28 23:12,30.32422,59.929012,Мелкая бытовая техника,Panasonic,4023119872261034,11,16000
PisterGSM,2016-12-12 12:55,30.36603,59.932429,Дроны и робототехника,Holy Stone,4023119872261034,18,25000
Barleone,2013-02-12 09:01,30.293232,59.959192,Спортивная одежда,The North Face,4274187229464003,5,8500
VAG Club,2016-09-21 21:37,30.22647,59.996275,Автомобильные лампы и освещение,Tungsram,4274187229464003,5,1200
StoreDima,2020-01-23 15:49,30.32422,59.929012,Электронные книги,Bookeen,4274187229464003,28,6000
М.Видео,2013-06-14 18:08,30.472608,59.742865,Программное обеспечение,MathWorks,5479324939165181,5,130000
Петрович,2014-05-07 18:47,30.344151,60.06295,Крепеж и метизы,Würth,5479324939165181,23,4500
Porivay Suit,2020-03-29 12:16,30.348972,59.914947,Эко-одежда,Stella McCartney,5479324939165181,29,25000
Авто Стори,2014-10-11 16:20,30.47283,59.885293,Шины и диски,Dunlop,5176476636625994,22,9500
Babochka,2016-11-22 10:26,30.329989,59.935103,Спортивные костюмы,Lonsdale,5176476636625994,5,6500
restore,2025-03-02 11:29,30.317006,59.820927,Настольные компьютеры,Origin PC,5176476636625994,15,120000
GATE31,2016-05-21 16:43,30.360159,59.943736,Джинсы и брюки,Levi's,4381219587364839,5,6000
Автотрейд,2019-07-06 21:22,30.382332,59.889032,Системы охлаждения,Four Seasons,4381219587364839,8,11500
Porivay Suit,2016-06-19 19:19,30.348972,59.914947,Одежда для дома,Intimissimi,5201130754471982,27,3200
Eurospar,2024-08-04 01:15,30.300629,59.96729,Специи и пряности,Knorr,5268231952580148,14,150
Babochka,2021-01-06 16:13,29.872112,60.171461,Верхняя одежда,Mango,5268231952580148,5,13000
Пятёрочка,2017-10-03 09:30,30.274433,59.898666,Снеки и чипсы,Utz,5268231952580148,5,140
DreamWhite,2022-05-04 15:45,30.370335,59.938003,Одежда для йоги,Outdoor Voices,5268231952580148,5,6000
Сатурн,2012-03-10 11:22,30.285301,59.993934,Садовый инвентарь,McCulloch,5268231952580148,5,5400
Автотрейд,2022-02-28 08:05,30.169871,59.815811,Топливные системы,Delphi,4279325856923040,5,10000
Elny,2012-08-10 17:33,30.379255,59.826746,Одежда для йоги,Adidas,4279325856923040,29,6000
Дизель спот,2015-11-24 17:18,30.235619,59.993021,Шины и диски,Cooper,4279325856923040,24,8500
Barleone,2022-04-16 13:59,30.293232,59.959192,Спортивная одежда,Fila,4279325856923040,22,5000
Перекрёсток,2013-05-15 13:38,30.248301,60.032337,Специи и пряности,Spice Islands,5268234213962625,8,180
Ситилинк,2013-06-11 19:26,30.292168,60.003283,Принтеры и сканеры,HP,5268234213962625,23,25000
StoreDima,2019-07-13 11:39,30.32422,59.929012,Мелкая бытовая техника,Gorenje,5268234213962625,5,16000
Автотрейд,2023-04-07 22:30,30.169871,59.815811,Автосигнализации и охранные системы,Centurion,4245425529282451,5,17000
Авто Стори,2016-12-27 11:34,30.385865,59.892103,Топливные системы,Denso,4476242919102560,55,11000
СтройХаус,2013-01-28 09:35,30.478379,60.015703,Строительные материалы,Rockwool,4476242919102560,5,4000
Elny,2021-08-13 13:43,30.378002,59.83122,Аксессуары,Alexander McQueen,4476242919102560,20,45000
restore,2023-02-14 17:12,30.446447,59.911725,Системы безопасности,Axis Communications,4476242919102560,17,30000
Автотрейд,2024-03-06 11:40,30.382332,59.889032,Автомобильные лампы и освещение,Bosch,4476242919102560,30,1600
Лемана Про,2024-08-10 15:33,30.347462,60.066702,Кровельные материалы,GAF,4276251560619121,14,2800
Авто Стори,2017-02-25 19:05,30.47283,59.885293,Системы охлаждения,Mopar,4276251560619121,9,14500
Elny,2013-09-08 13:54,30.257252,59.990067,Свитера и кардиганы,Zara,4276251560619121,16,4000
OBI,2021-09-12 11:01,30.146803,59.993579,Садовая мебель,Keter,4276251560619121,10,35000
Максидом,2015-06-29 18:47,30.386777,60.004162,Электрика,DKC,4245428036156063,9,3500
РеалЪ,2012-03-26 17:57,30.325494,59.915875,Масла и жиры,Русское поле,4245428036156063,21,125
М.Видео,2014-03-21 20:31,30.206292,59.990749,Электронные книги,Likebook,4245428036156063,5,11000
DreamWhite,2016-01-19 12:39,30.359178,59.938404,Одежда для дома,H&M,5189015627073751,32,1500
Максидом,2015-03-21 09:51,30.38423,60.002149,Садовая техника,Ariens,6768930312235834,5,70000
OBI,2014-05-03 10:08,30.316835,59.824291,Мебель для ванной,Kolo,6768930312235834,17,18000
РеалЪ,2013-01-11 02:42,30.42266,59.953941,Рыба и морепродукты,Санта Бремор,5469599144263689,5,550
Лента,2024-09-09 23:23,30.48442,59.841239,Товары для выпечки,Fleischmann's,5469599144263689,5,135
Porivay Suit,2015-12-05 18:56,30.348972,59.914947,Платья и юбки,Urban Outfitters,5469599144263689,5,6000
DNS,2013-12-01 13:14,30.335183,60.051509,Мелкая бытовая техника,Hotpoint-Ariston,5469599144263689,27,18000
М-Стерео,2012-05-28 11:29,30.367216,59.935317,Программное обеспечение,Canonical,5479488226799462,5,60000
Babochka,2019-02-04 10:06,30.336152,59.802006,Свитера и кардиганы,Tommy Hilfiger,5479488226799462,37,7000
Eurospar,2013-10-24 08:56,30.334406,59.935163,Снеки и чипсы,Chex Mix,4893494264797453,11,160
Дон Телефон,2013-08-23 23:32,30.321769,59.927084,Смартфоны и мобильные телефоны,Lenovo,5458071470318084,24,20000
GATE31,2013-12-05 14:28,30.319385,59.930106,Детская одежда,Gymboree,5458071470318084,34,2200
OBI,2013-09-03 16:55,30.316835,59.824291,Лестницы и стремянки,Werner,5458071470318084,31,10000
DreamWhite,2024-11-04 15:55,30.304204,59.960815,Верхняя одежда,Columbia,5458071470318084,5,18000
М-Стерео,2021-07-01 19:36,30.355453,59.938372,Телефоны и оборудование для стационарной связи,BT,5458071470318084,7,5500
Barleone,2020-02-16 12:23,30.293232,59.959192,Одежда для йоги,Electric & Rose,4390778296726745,5,7000
VAG Club,2024-01-09 15:34,30.22647,59.996275,Топливные системы,Hitachi,4390778296726745,26,11500
DNS,2021-06-08 19:20,30.335569,59.922337,Носимая электроника,Garmin,4390778296726745,5,35000
Максидом,2019-12-04 13:10,30.386777,60.004162,Системы водоснабжения,Grundfos,4390778296726745,13,28000
VAG Club,2018-04-10 20:12,30.444139,60.000501,Автоинструменты и оборудование,Astro Pneumatic,4390778296726745,5,11000
Максидом,2012-05-01 19:40,30.267628,59.95185,Крепеж и метизы,Mungo,5321845401620947,27,3100
Авто Стори,2022-05-08 13:12,30.47283,59.885293,Автомобильные масла и жидкости,Amsoil,5321845401620947,23,3200
Афоня,2018-06-08 21:05,30.227397,60.005423,Строительные материалы,Ardex,5321845401620947,5,3600
Петрович,2024-07-21 21:37,30.487132,59.753165,Системы безопасности,Vivotek,5321845401620947,10,34000
Авто Стори,2017-08-19 13:30,30.47283,59.885293,Автозвук и мультимедиа,Cerwin-Vega,5321845401620947,24,11000
Авто Стори,2016-08-24 16:06,30.385865,59.892103,Автомобильные лампы и освещение,Narva,5176475574518436,25,1300
М.Видео,2023-12-20 10:35,30.317384,59.977066,Устройства умного дома,Apple,5176475574518436,6,80000
Ашан,2016-04-30 17:17,30.316491,59.819679,Чай и кофе,Lavazza,4797139536339116,19,300
Лемана Про,2022-08-16 13:20,30.09623,59.851937,Садовые постройки,Keter,4797139536339116,5,45000
StoreDima,2014-10-06 19:46,30.32422,59.929012,Устройства виртуальной и дополненной реальности,Magic Leap,4478186944648282,15,70000
Ашан,2015-04-18 21:42,30.341063,59.913898,Готовые блюда,Доширак,4478186944648282,34,50
Сатурн,2022-05-15 09:14,30.128095,59.995286,Декоративные элементы,Bostik,4848568248910628,20,2500
Авто Стори,2017-08-16 13:43,30.47283,59.885293,Топливные системы,Holley,5488379637037683,23,12000
Азбука вкуса,2014-06-09 16:35,30.314909,59.90529,Диетические продукты,MuscleTech,5488379637037683,10,2000
Перекрёсток,2016-02-06 10:52,30.228791,60.017448,Продукты для диабетиков,Russell Stover,5488379637037683,37,720
М.Видео,2018-12-05 11:20,30.217905,59.98599,3D-принтеры и аксессуары,Wanhao,4023124664381382,31,40000
М-Стерео,2019-10-19 14:24,30.367216,59.935317,Устройства умного дома,Sengled,4317277460622767,9,20000
Elny,2012-01-30 20:55,30.412877,59.944877,Одежда для йоги,Electric & Rose,4317277460622767,22,7000
GATE31,2023-10-14 19:10,30.344614,59.930422,Костюмы и пиджаки,Saint Laurent,4317277460622767,19,85000
Babochka,2022-05-10 20:32,30.379816,59.925405,Мужская одежда,Reebok,4317277460622767,6,5500
Сатурн,2023-12-28 21:14,30.433617,59.844764,Системы отопления,Danfoss,4317277460622767,5,70000
Магнит,2014-08-13 00:49,30.34561,59.917765,Мясо и птица,Дымов,4245444717321808,21,440
Авто Стори,2015-01-23 15:09,30.385865,59.892103,Автомобильные аптечки и аварийные наборы,СТАРТ,4023122679998221,28,1700
StoreDima,2022-09-12 10:21,30.32422,59.929012,Ноутбуки,Samsung,4023122679998221,5,70000
ТехноНИКОЛЬ,2017-01-15 12:21,30.432281,59.897979,Строительные материалы,Armstrong,4023122679998221,5,4100
Авто Стори,2019-02-22 16:59,30.385865,59.892103,Трансмиссии,Jatco,4023122679998221,29,105000
Сатурн,2020-09-17 11:15,30.351068,59.897679,Садовый инвентарь,McCulloch,5479134256392254,5,5400
М.Видео,2018-07-25 11:57,30.248668,59.859074,Электронные книги,Onyx Boox,5479134256392254,5,15000
Ашан,2024-08-13 03:57,30.25689,59.990167,Крупы и макароны,Кубаночка,5479134256392254,5,80
Дикси,2016-10-07 07:02,30.301006,59.927585,Чай и кофе,Illy,5479134256392254,30,350
РеалЪ,2024-01-01 14:01,30.318833,59.906922,Продукты для диабетиков,DiaWellness,5479134256392254,35,700
РеалЪ,2012-03-24 04:07,30.318833,59.906922,Алкогольные напитки,Campari,5570729462434439,5,1500
Дикси,2016-09-29 22:23,30.327195,59.925796,Готовые блюда,Knorr,5224777671169804,43,140
Перекрёсток,2016-06-04 01:44,30.276874,59.851407,Напитки,Pepsi,5224777671169804,32,75
VAG Club,2015-03-09 13:11,30.22647,59.996275,Двигатели и компоненты,Valeo,5123032127398127,5,90000
Porivay Suit,2017-07-08 16:23,30.356776,59.915184,Спортивные костюмы,New Balance,5123032127398127,9,8500
Babochka,2013-11-23 12:02,29.872112,60.171461,Часы и украшения,ZTE,5123032127398127,24,16000
Дизель спот,2020-12-26 16:23,30.444036,59.950531,Автомобильные масла и жидкости,Aral,5123032127398127,8,2700
Elny,2023-07-19 20:00,30.268161,59.849699,Одежда для работы,Brooks Brothers,5176476051559244,5,13000
Лемана Про,2019-08-28 16:58,30.244698,59.954921,Освещение,Acuity Brands,5176476051559244,5,2100
VAG Club,2017-02-04 09:43,30.444139,60.000501,Шины и диски,Dunlop,5176476051559244,10,9500
Пятёрочка,2018-12-18 02:53,30.238812,59.840968,Специи и пряности,Knorr,5176476051559244,5,150
Перекрёсток,2015-03-18 08:33,30.33814,59.832074,Рыба и морепродукты,Краб,4023122669742137,5,700
Babochka,2018-10-09 22:40,30.379816,59.925405,Одежда для активного отдыха,Helly Hansen,4023122669742137,5,13000
restore,2023-12-15 10:01,30.306058,59.962236,Настольные компьютеры,Origin PC,4023122669742137,5,120000
Ашан,2023-01-23 05:43,30.350945,59.869174,Молочные продукты,President,4023122669742137,17,90
ТехноНИКОЛЬ,2016-02-20 12:29,30.432281,59.897979,Крепеж и метизы,EJOT,4226081764891262,13,3700
Elny,2019-04-23 16:58,30.359647,59.947369,Свитера и кардиганы,Diesel,4226081764891262,39,6500
DNS,2022-12-19 20:42,30.272866,60.001976,Программируемые устройства,Parallax,4226081764891262,29,3400
OBI,2018-04-01 12:35,30.146803,59.993579,Садовые постройки,ShelterLogic,5157868856672061,11,36000
Афоня,2017-05-29 19:54,30.345783,60.093526,Садовый инвентарь,Makita,5157868856672061,38,5200
Телемаркет24,2012-07-26 22:25,30.424798,60.048503,Устройства виртуальной и дополненной реальности,Valve,5176470860164822,18,50000
Афоня,2020-11-20 23:03,30.227397,60.005423,Мебель для ванной,Am.Pm,4082206600268115,8,21000
GATE31,2024-08-18 23:00,30.360159,59.943736,Детская одежда,Under Armour,4082206600268115,5,3500
Автотрейд,2024-09-09 21:33,30.382332,59.889032,Автомобильные аксессуары,Armor All,4082206600268115,26,1500
Мастеровой,2022-12-02 22:03,30.361738,59.943736,Садовый инвентарь,Stihl,4082206600268115,45,6000
Автотрейд,2020-07-04 16:06,30.382332,59.889032,Автомобильные лампы и освещение,Vision X,5213240742788077,5,1800
